Date,Open,High,Low,Close,AdjClose,Volume,SMA_20,Upper_Band,Lower_Band,MACD,MACD_Signal,RSI,Risk_Level
2020-10-05,506.7999878,520.9899902,501.7000122,520.6500244,520.6500244,4088100,490.3325012,522.6120389,458.0529636,2.612768348,-1.598539957,57.26010644,Medium
2020-10-06,518.7199707,521.8200073,504.1600037,505.8699951,505.8699951,4199000,490.2750015,522.4332483,458.1167548,2.901961945,-0.698439576,52.47256477,Medium
2020-10-07,518,536.4899902,515.8200073,534.6599731,534.6599731,7988700,491.9985001,529.6241785,454.3728216,5.392103758,0.51966909,59.56462775,Medium
2020-10-08,533.4799805,535,524.1500244,531.789978,531.789978,5386500,494.5544983,535.7188673,453.3901293,7.05267561,1.826270394,58.62546893,Medium
2020-10-09,537.8300171,544.2800293,535,539.4400024,539.4400024,4781300,497.4249985,542.7122687,452.1377282,8.883579429,3.237732201,60.41700521,High
2020-10-12,548.8099976,551.8099976,538.2399902,539.8099976,539.8099976,5391100,500.6024979,548.4807456,452.7242501,10.24632614,4.639450989,60.50607709,High
2020-10-13,540.5599976,557.6500244,537.2000122,554.0900269,554.0900269,5602500,503.5074997,556.9360771,450.0789223,12.33638558,6.178837907,63.88399788,High
2020-10-14,562.6099854,572.4899902,541,541.4500122,541.4500122,9499000,506.387001,561.5369212,451.2370808,12.82499068,7.508068461,59.06811967,Medium
2020-10-15,545.5200195,551.2199707,535.0999756,541.9400024,541.9400024,5113100,509.9740005,564.542888,455.4051131,13.10073475,8.626601719,59.1965315,Medium
2020-10-16,549.5,554.3300171,530.0300293,530.789978,530.789978,6347400,513.0154999,564.9092093,461.1217904,12.27801679,9.356884733,54.97037928,Medium
2020-10-19,537.0700073,541.7999878,525.3800049,530.7199707,530.7199707,7567500,515.1839981,566.1787949,464.1892013,11.48793214,9.783094215,54.94385642,Medium
2020-10-20,528.1400146,533.7800293,522.2600098,525.4199829,525.4199829,10047200,516.8964966,566.7841178,467.0088754,10.3152123,9.889517832,52.86430241,Medium
2020-10-21,501.0299988,506.8500061,488.25,489.0499878,489.0499878,17405700,517.8184967,564.6949644,470.942029,6.377552273,9.18712472,41.30967595,Medium
2020-10-22,494.6900024,495.1400146,482,485.230011,485.230011,6997900,518.4259979,563.1256018,473.7263941,2.915084846,7.932716745,40.31302977,Medium
2020-10-23,488.1099854,490.0599976,481.3500061,488.2799988,488.2799988,4927900,518.6959976,562.5487774,474.8432178,0.412408995,6.428655195,41.52606551,Medium
2020-10-26,487.0299988,496.8200073,478.8999939,488.2399902,488.2399902,6186100,518.5754974,562.7647187,474.3862761,-1.55626831,4.831670494,41.51414679,Medium
2020-10-27,490.0100098,490.4899902,482.9299927,488.9299927,488.9299927,3627200,518.3479965,563.1241696,473.5718235,-3.025901123,3.26015617,41.82426919,Medium
2020-10-28,486.3599854,494,483.2799988,486.2399902,486.2399902,5992700,517.6584961,564.0190255,471.2979667,-4.357426729,1.736639591,40.91344391,Medium
2020-10-29,488.5,513.9000244,479.3399963,504.2099915,504.2099915,11120700,516.4934952,562.9825073,470.0044831,-3.91748314,0.605815045,48.91668502,Medium
2020-10-30,502.0100098,505.8800049,472.2099915,475.7399902,475.7399902,7807900,515.1274948,564.7765884,465.4784012,-5.799265518,-0.675201068,39.73410501,Low
2020-11-02,478.8699951,486.2999878,475,484.1199951,484.1199951,4408200,513.3009933,564.7497904,461.8521963,-6.539017527,-1.84796436,43.11878811,Medium
2020-11-03,484.9299927,495.3099976,478.7600098,487.2200012,487.2200012,3690200,512.3684937,565.0457757,459.6912116,-6.79678266,-2.83772802,44.36361306,Medium
2020-11-04,495.3599854,507.730011,493.980011,496.9500122,496.9500122,5137300,510.4829956,562.4960985,458.4698927,-6.145095974,-3.499201611,48.19574406,Medium
2020-11-05,506.5599976,518.7299805,503.4500122,513.7600098,513.7600098,5372800,509.5814972,560.656202,458.5067924,-4.223517187,-3.644064726,54.08036939,Medium
2020-11-06,515,515.210022,502.5100098,514.7299805,514.7299805,4236300,508.3459961,557.5403866,459.1516056,-2.592498911,-3.433751563,54.40223353,Medium
2020-11-09,485.5400085,495.8500061,467.2600098,470.5,470.5,10419700,504.8804962,554.5055334,455.255459,-4.813408972,-3.709683045,40.47168277,Medium
2020-11-10,470.9500122,484.6000061,463.4100037,480.2399902,480.2399902,8306100,501.1879944,546.168565,456.2074237,-5.721605281,-4.112067492,43.87967201,Medium
2020-11-11,483,491.6799927,478.2600098,490.7600098,490.7600098,5460500,498.6534943,539.6147975,457.6921911,-5.52874778,-4.39540355,47.38347349,Medium
2020-11-12,491,496.519989,480.4299927,486.769989,486.769989,5063700,495.8949936,531.6867718,460.1032154,-5.632935179,-4.642909875,46.2051806,Medium
2020-11-13,486.769989,488.9400024,477.7999878,482.8399963,482.8399963,3002700,493.4974945,525.6903576,461.3046314,-5.963874179,-4.907102736,45.01774153,Medium
2020-11-16,480,485.5799866,477.2999878,479.1000061,479.1000061,3953600,490.9164963,518.4897517,463.3432408,-6.453539292,-5.216390047,43.86248792,Medium
2020-11-17,480.1199951,487.5100098,478.8500061,480.6300049,480.6300049,3698100,488.6769974,511.2781859,466.0758088,-6.641584258,-5.501428889,44.49006868,Medium
2020-11-18,481.9500122,488.6099854,477.7200012,481.7900085,481.7900085,3629200,488.3139984,511.1222209,465.5057759,-6.620689461,-5.725281004,44.99217295,Medium
2020-11-19,482,487.7999878,480.4700012,484.6700134,484.6700134,2254700,488.2859985,511.1115303,465.4604667,-6.299125462,-5.840049895,46.29110952,Medium
2020-11-20,485.2200012,494.7600098,481.5700073,488.2399902,488.2399902,4253400,488.2839981,511.1095391,465.4584571,-5.690618475,-5.810163611,47.93240886,Medium
2020-11-23,490.4599915,491.1499939,475.8399963,476.6199951,476.6199951,5416600,487.7029984,511.117214,464.2887827,-6.075968811,-5.863324651,43.29471831,Medium
2020-11-24,478.8399963,484.0499878,475.8900146,482.8800049,482.8800049,3550500,487.400499,510.9041235,463.8968745,-5.80926566,-5.852512853,46.30863147,Medium
2020-11-25,485.1300049,486.8999939,478.9200134,485,485,3598600,487.3384995,510.8615474,463.8154516,-5.364991322,-5.755008547,47.32961387,Medium
2020-11-27,486.5799866,493.25,481.8500061,491.3599854,491.3599854,2805800,486.6959991,508.9462715,464.4457268,-4.448424376,-5.493691713,50.37815878,Medium
2020-11-30,490.0799866,492.5499878,481.269989,490.7000122,490.7000122,3530900,487.4440002,509.1424713,465.7455292,-3.732269506,-5.141407271,50.05439879,Medium
2020-12-01,492.3399963,509.4700012,491.980011,504.5799866,504.5799866,5052700,488.4669998,511.3997379,465.5342617,-2.021412099,-4.517408237,56.40053168,Medium
2020-12-02,501.6199951,506.7999878,493.5,503.3800049,503.3800049,3028400,489.275,513.1424418,465.4075582,-0.753685752,-3.76466374,55.74111758,Medium
2020-12-03,502.9899902,508.769989,496.0400085,497.519989,497.519989,2826100,489.3034988,513.2108551,465.3961426,-0.219329501,-3.055596892,52.51229008,Medium
2020-12-04,497.5,504.5,493.6400146,498.3099976,498.3099976,3666200,488.5309982,509.9834128,467.0785836,0.264845788,-2.391508356,52.90832275,Medium
2020-12-07,500.0100098,517.7600098,497.769989,515.7800293,515.7800293,4289300,488.5835007,510.3092886,466.8577128,2.034787982,-1.506249088,60.71135533,High
2020-12-08,517.9000244,521.4899902,505.5499878,512.6599731,512.6599731,4229000,490.6914993,513.1968774,468.1861213,3.149412993,-0.575116672,58.83628357,Medium
2020-12-09,510.5299988,514.5,491.2900085,493.6000061,493.6000061,4178800,491.3595001,513.3458024,469.3731979,2.466350739,0.03317681,48.90043229,Medium
2020-12-10,494.5599976,503.769989,492.9100037,501.0899963,501.0899963,3018200,491.8759995,514.2842958,469.4677031,2.500573543,0.526656157,52.30876665,Medium
2020-12-11,495,503.3399963,494.8500061,503.2200012,503.2200012,3210900,492.6985001,515.5214372,469.8755629,2.668804635,0.955085852,53.26346358,Medium
2020-12-14,505.4400024,524.1599731,501.1799927,522.4199829,522.4199829,5770400,494.6774994,520.5600616,468.7949372,4.301818365,1.624432355,60.86787051,High
2020-12-15,518.5,524.7000122,513.5599976,519.7800293,519.7800293,3394900,496.7115005,523.8050767,469.6179244,5.321626915,2.363871267,59.4358879,Medium
2020-12-16,520.1099854,527.3800049,517.6900024,524.8300171,524.8300171,3682400,498.9215012,527.6531022,470.1899001,6.462824926,3.183661999,61.31095314,High
2020-12-17,529,535.4899902,526.4400024,532.9000244,532.9000244,3193400,501.477002,532.7704807,470.1835232,7.927036773,4.132336953,64.16189117,High
2020-12-18,533.2000122,536.3699951,526.0200195,534.4500122,534.4500122,4502700,503.9660019,537.471479,470.4605248,9.107520445,5.127373652,64.69993088,High
2020-12-21,530.0499878,532.6199951,521.1500244,528.9099731,528.9099731,3894000,505.999501,540.4107067,471.5882954,9.486670971,5.999233116,61.16530365,High
2020-12-22,527.6900024,530.4000244,520.5,527.3300171,527.3300171,1906600,508.5350021,541.2631739,475.8068303,9.549579635,6.709302419,60.15596852,High
2020-12-23,524.7600098,526.3200073,514.2000122,514.4799805,514.4799805,2393200,510.1150009,540.6026819,479.6273199,8.464965785,7.060435093,52.55928945,Medium
2020-12-24,515.1199951,519.3499756,512.210022,513.9699707,513.9699707,1144000,511.5634995,539.6882342,483.4387647,7.478045713,7.143957217,52.27711642,Medium
2020-12-28,516.4299927,523.6599731,507.1300049,519.1199951,519.1199951,2891900,512.9514999,539.5781233,486.3248765,7.030426,7.121250973,54.90959944,Medium
2020-12-29,519.9000244,536.5499878,515.4799805,530.8699951,530.8699951,4022400,514.9599991,540.5597667,489.3602315,7.536929918,7.204386762,60.29149973,High
2020-12-30,530.1300049,533.2600098,523.6900024,524.5900269,524.5900269,1876300,515.9605011,541.4158332,490.505169,7.346906403,7.23289069,56.41574616,Medium
2020-12-31,525.5300293,545.5,523.1500244,540.7299805,540.7299805,5392300,517.8279999,544.830469,490.8255307,8.401819819,7.466676516,62.99903148,High
2021-01-04,539,540.7999878,515.0900269,522.8599854,522.8599854,4444400,519.0949997,544.4106207,493.7793787,7.707045024,7.514750218,53.38436959,Medium
2021-01-05,521.5499878,526.7800293,515.8900146,520.7999878,520.7999878,3133900,520.2194992,543.5693954,496.869603,6.910545934,7.393909361,52.39173394,Medium
2021-01-06,511.9700012,513.0999756,499.5,500.4899902,500.4899902,5346200,519.4549973,544.3659512,494.5440433,4.58758478,6.832644445,43.7536422,Medium
2021-01-07,508.2799988,516.4400024,506.4200134,508.8900146,508.8900146,3686400,519.2664993,544.4495141,494.0834846,3.38540822,6.1431972,47.60158453,Medium
2021-01-08,511.3099976,513.2399902,504.5100098,510.3999939,510.3999939,2973900,520.1064987,542.6692027,497.5437947,2.525406031,5.419638966,48.28646299,Medium
2021-01-11,507.8399963,510.730011,497.9500122,499.1000061,499.1000061,3806200,520.0069992,542.9373584,497.07664,0.921412059,4.519993585,43.68477533,Medium
2021-01-12,500,501.0899963,485.6700134,494.25,494.25,5990400,519.5584991,544.1612512,494.9557471,-0.732673871,3.469460094,41.84167166,Medium
2021-01-13,495.5,512.3499756,493.0100098,507.7900085,507.7900085,5032100,518.8270004,543.9362802,493.7177207,-0.940145939,2.587538887,48.38845347,Medium
2021-01-14,507.3500061,514.5,499.5799866,500.8599854,500.8599854,4177400,517.8809982,544.2339372,491.5280592,-1.64480373,1.741070364,45.56152612,Medium
2021-01-15,500,506.3200073,495.1000061,497.980011,497.980011,5895800,516.5384979,544.1084355,488.9685604,-2.407883387,0.911279613,44.40061099,Medium
2021-01-19,501,509.25,493.5400085,501.769989,501.769989,12315800,514.9819962,542.1750187,487.7889736,-2.675963123,0.193831066,46.33836594,Medium
2021-01-20,565.4199829,593.289978,556.8599854,586.3400269,586.3400269,32637500,517.5764969,558.8478033,476.3051905,3.890826007,0.933230054,70.79665122,High
2021-01-21,582.4500122,588.75,570.4000244,579.8400269,579.8400269,11802100,520.1229996,569.7731004,470.4728987,8.472887849,2.441161613,68.22285866,High
2021-01-22,582.0999756,583.9899902,564.3499756,565.1699829,565.1699829,7550800,522.0149979,575.5531316,468.4768641,10.7960053,4.11213035,62.68400016,High
2021-01-25,567,569.75,548.6500244,556.7800293,556.7800293,7207300,524.1300003,579.7176591,468.5423415,11.82379611,5.654463503,59.69883057,Medium
2021-01-26,554.7299805,567.9899902,554.0599976,561.9299927,561.9299927,5023800,526.5280014,584.3626971,468.6933057,12.9051245,7.104595703,60.92881099,High
2021-01-27,550.710022,556.4199829,515.7299805,523.2800293,523.2800293,8670300,526.7360031,584.4883831,468.9836231,10.5220642,7.788089403,48.87338416,Medium
2021-01-28,535.8800049,553.1500244,530.7399902,538.5999756,538.5999756,5969000,527.1225021,585.0944172,469.1505871,9.757188579,8.181909238,52.85524527,Medium
2021-01-29,538,541,530.1799927,532.3900146,532.3900146,4325300,527.5125015,585.5176197,469.5073834,8.55135252,8.255797894,51.11734962,Medium
2021-02-01,536.789978,545.0599976,531.7299805,539.039978,539.039978,3547500,527.4280014,585.3569204,469.4990824,8.039639267,8.212566169,52.90318813,Medium
2021-02-02,542.0100098,555.4799805,538.9299927,548.1599731,548.1599731,3767600,528.6930008,587.3028649,470.0831367,8.274625482,8.224978032,55.31429304,Medium
2021-02-03,550.1699829,550.4799805,538.2399902,539.4500122,539.4500122,3172300,529.625502,588.3000267,470.9509774,7.669622067,8.113906839,52.54746207,Medium
2021-02-04,539.8099976,559.4799805,537.5100098,552.1599731,552.1599731,5164500,532.2090012,590.0258795,474.3921228,8.122113459,8.115548163,56.00569628,Medium
2021-02-05,552.2600098,554.4400024,545.4799805,550.789978,550.789978,2376200,534.3039993,591.597255,477.0107436,8.27478245,8.14739502,55.53587996,Medium
2021-02-08,555,555,543.7000122,547.9199829,547.9199829,2791700,536.1799988,592.6285082,479.7314894,8.071149912,8.132145999,54.50436855,Medium
2021-02-09,546,566,543,559.0700073,559.0700073,3703500,539.1784988,593.6709302,484.6860675,8.709090471,8.247534893,57.7849234,Medium
2021-02-10,562.5,566.6500244,553.460022,563.5900269,563.5900269,3991300,542.6455002,593.8246897,491.4663107,9.470223915,8.492072697,59.0732732,Medium
2021-02-11,564.4400024,565.9299927,554.2199707,557.5900269,557.5900269,2730600,545.1355011,593.9663613,496.3046409,9.479998278,8.689657813,56.60378308,Medium
2021-02-12,556.9400024,561.25,550.8499756,556.5200195,556.5200195,2197100,547.9185028,592.262933,503.5740727,9.294265376,8.810579326,56.15295695,Medium
2021-02-16,557.289978,563.6300049,552.7299805,557.2800293,557.2800293,2624100,550.8835037,588.6040716,513.1629358,9.103458151,8.869155091,56.41846838,Medium
2021-02-17,550.9899902,555.25,543.0300293,551.3400269,551.3400269,2069600,553.3620056,583.1814891,523.5425222,8.376375849,8.770599243,53.68239994,Medium
2021-02-18,549,550,538.2299805,548.2199707,548.2199707,2456200,551.4560028,576.9611778,525.9508278,7.462373831,8.50895416,52.24907473,Medium
2021-02-19,548,548.9899902,538.8099976,540.2199707,540.2199707,2841500,549.475,571.632567,527.317433,6.023057447,8.011774818,48.66142606,Medium
2021-02-22,534.9899902,541.789978,530.789978,533.7800293,533.7800293,3078600,547.9055023,569.8277697,525.983235,4.313021566,7.272024167,45.9275359,Medium
2021-02-23,525,548.539978,518.2800293,546.1500244,546.1500244,4136500,547.3740021,568.9022318,525.8457724,3.910878858,6.599795105,51.55737744,Medium
2021-02-24,539.7999878,556.8499756,539.0700073,553.4099731,553.4099731,3245000,546.9480011,567.5820749,526.3139273,4.130382574,6.105912599,54.54838841,Medium
2021-02-25,550.2700195,556.4799805,535.75,546.7000122,546.7000122,4252900,548.1190002,565.4992527,530.7387478,3.720020993,5.628734278,51.39017429,Medium
2021-02-26,546.5100098,553.0900269,538,538.8499756,538.8499756,3755600,548.1315002,565.483263,530.7797374,2.729905484,5.048968519,47.89636964,Medium
2021-03-01,545.5700073,552.1400146,542,550.6400146,550.6400146,3041400,549.0440002,564.7518099,533.3361906,2.863579862,4.611890788,53.05822981,Medium
2021-03-02,553.3400269,556.9899902,546.0200195,547.8200073,547.8200073,3042200,549.4830017,564.4886557,534.4773477,2.710719262,4.231656482,51.73794655,Medium
2021-03-03,545.9299927,548.0100098,517.8099976,520.7000122,520.7000122,5362400,548.1100037,567.8907144,528.3292929,0.396646882,3.464654562,41.13648793,Medium
2021-03-04,521.5,531.5,507.6799927,511.2900085,511.2900085,5034800,546.7020035,572.2471369,521.15687,-2.171548544,2.337413941,38.21080354,Low
2021-03-05,511.980011,517.7600098,498.7900085,516.3900146,516.3900146,5070000,544.9135056,573.6580556,516.1689555,-3.752082382,1.119514676,40.6735201,Medium
2021-03-08,514.460022,518.8400269,492.8500061,493.3299866,493.3299866,3981800,542.040506,578.7066454,505.3743665,-6.787179995,-0.461824258,34.06270722,Low
2021-03-09,507.3099976,513.1099854,503.8200073,506.4400024,506.4400024,3470000,539.966507,579.7890756,500.1439383,-8.041945462,-1.977848499,40.03034836,Medium
2021-03-10,513.5,518.9699707,504.25,504.5400085,504.5400085,3771500,537.240007,578.9763793,495.5036348,-9.084944183,-3.399267635,39.47277386,Low
2021-03-11,512.2000122,530.2399902,510.7099915,523.0599976,523.0599976,4714500,535.2135056,575.4725552,494.9544559,-8.321198254,-4.383653759,47.19374776,Medium
2021-03-12,512.5,526.5100098,506.5899963,518.0200195,518.0200195,3981700,533.2350052,572.7461644,493.723846,-8.030042873,-5.112931582,45.49300534,Medium
2021-03-15,516.3200073,520.7299805,508.0299988,520.25,520.25,3484300,531.4215042,569.7442839,493.0987246,-7.532529043,-5.596851074,46.41317769,Medium
2021-03-16,524.4699707,533.4199829,523.210022,524.0300293,524.0300293,3238900,529.7590042,566.1970144,493.320994,-6.75535742,-5.828552343,48.01521271,Medium
2021-03-17,522,528.3699951,514.2999878,524.4400024,524.4400024,2817400,528.414003,563.4570787,493.3709273,-6.036773733,-5.870196621,48.19610553,Medium
2021-03-18,516.4000244,517.9000244,503.8500061,504.7900085,504.7900085,4094500,526.2425049,561.4997256,490.9852842,-6.972506554,-6.090658608,40.85757156,Medium
2021-03-19,504.9599915,513.1900024,501.6300049,512.1799927,512.1799927,4386400,524.840506,559.9873044,489.6937076,-7.036657392,-6.279858364,44.29294036,Medium
2021-03-22,509.1300049,529.3099976,509.1300049,523.1099854,523.1099854,3360600,524.3070038,559.2055031,489.4085045,-6.134819944,-6.25085068,49.01048625,Medium
2021-03-23,529.8699951,543.1199951,529.4000244,535.0900269,535.0900269,5583500,523.7540039,557.5275215,489.9804863,-4.402666838,-5.881213912,53.64423794,Medium
2021-03-24,533.7800293,534.4199829,520,520.8099976,520.8099976,4102200,522.1240051,552.8833172,491.3646931,-4.134541622,-5.531879454,48.04007189,Medium
2021-03-25,516.9899902,518.5300293,497,502.8599854,502.8599854,4926800,519.9320038,549.544119,490.3198885,-5.30926453,-5.487356469,42.08801959,Medium
2021-03-26,502.8200073,508.7200012,496.6799927,508.0499878,508.0499878,3467800,518.3920044,547.0497973,489.7342115,-5.755109753,-5.540907126,44.23921311,Medium
2021-03-29,505.6600037,518,504.3999939,513.9500122,513.9500122,3330000,516.5575043,540.8951187,492.2198899,-5.568176173,-5.546360935,46.66468828,Medium
2021-03-30,510.5100098,514.4099731,506.9100037,513.3900146,513.3900146,2418100,514.8360046,534.2318,495.4402092,-5.402935412,-5.517675831,46.45812807,Medium
2021-03-31,515.6699829,528.1300049,515.4400024,521.6599731,521.6599731,3503100,514.8840027,534.3455386,495.4224667,-4.552189574,-5.324578579,49.97947194,Medium
2021-04-01,529.9299927,540.5,527.0300293,539.4199829,539.4199829,3938600,516.2905014,538.5265642,494.0544386,-2.417021092,-4.743067082,56.5833065,Medium
2021-04-05,540.0100098,542.8499756,529.2299805,540.6699829,540.6699829,3355900,517.5044998,542.2706703,492.7383294,-0.616908794,-3.917835424,57.01346827,Medium
2021-04-06,544.8099976,554.1699829,543.2999878,544.5300293,544.5300293,3474200,520.064502,544.8939205,495.2350834,1.108389828,-2.912590374,58.38465244,Medium
2021-04-07,543.5,549.6400146,541.4500122,546.9899902,546.9899902,2151300,522.0920013,548.7891921,495.3948105,2.643724494,-1.8013274,59.27617496,Medium
2021-04-08,551.1300049,556.9000244,547.5700073,554.5800171,554.5800171,4309800,524.5940018,553.6410184,495.5469852,4.421966338,-0.556668653,61.9823963,High
2021-04-09,552.6900024,556.9000244,547.1099854,555.3099976,555.3099976,2894000,526.2065018,558.3143125,494.098691,5.823015041,0.719268086,62.24227648,High
2021-04-12,551.0499878,557.9799805,549.5800171,552.7800293,552.7800293,2944100,527.9445023,561.8966377,493.9923668,6.652522796,1.905919028,60.69374209,High
2021-04-13,557,559.75,550.2999878,553.7299805,553.7299805,2720300,529.6185013,565.2339642,494.0030383,7.302389389,2.9852131,61.08523213,High
2021-04-14,554.8699951,554.8699951,538.5300293,540.0200195,540.0200195,3740300,530.4180008,566.2226382,494.6133634,6.634653917,3.715101263,52.89668097,Medium
2021-04-15,544.1699829,553.4899902,542.6599731,549.2199707,549.2199707,3139100,531.6569992,568.2958987,495.0180997,6.769789992,4.326039009,57.056743,Medium
2021-04-16,550.539978,551.9799805,539.5100098,546.539978,546.539978,3209100,533.7444977,568.6547809,498.8342144,6.58472864,4.777776935,55.51852123,Medium
2021-04-19,546.9000244,556.4400024,545.5300293,554.4400024,554.4400024,4288700,535.8574982,570.385711,501.3292853,6.994899288,5.221201406,59.02529183,Medium
2021-04-20,554.4199829,563.5599976,546.2999878,549.5700073,549.5700073,11257600,537.1804993,571.6798211,502.6811775,6.848054467,5.546572018,56.08969767,Medium
2021-04-21,508,515.460022,503.6000061,508.8999939,508.8999939,22897400,535.8709976,572.6193202,499.1226751,3.410633044,5.119384223,38.7550051,Low
2021-04-22,513.8200073,513.960022,500.5499878,508.7799988,508.7799988,9061100,535.2694977,573.4227584,497.116237,0.669056728,4.229318724,38.71698542,Low
2021-04-23,509.0100098,509.7000122,500.7000122,505.5499878,505.5499878,7307700,535.4039978,573.092331,497.7156646,-1.744191197,3.03461674,37.64638092,Low
2021-04-26,506.7600098,510.480011,503,510.2999878,510.2999878,4388800,535.5164978,572.873005,498.1599906,-3.236118303,1.780469731,40.26245013,Medium
2021-04-27,512.6199951,512.9899902,504.5799866,505.5499878,505.5499878,3761300,535.0964966,573.6438465,496.5491466,-4.7470456,0.474966665,38.52192527,Low
2021-04-28,505.2000122,508.3999939,503.3399963,506.519989,506.519989,3193000,534.7529953,574.2261093,495.2798813,-5.799344147,-0.779895497,39.10089293,Low
2021-04-29,507.6000061,509.2900085,499,509,509,5127800,534.1199966,574.8627784,493.3772149,-6.359869549,-1.895890308,40.64008677,Medium
2021-04-30,505,514.5499878,505,513.4699707,513.4699707,4413200,532.822496,574.4967752,491.1482169,-6.369971622,-2.790706571,43.41603598,Medium
2021-05-03,512.6500244,518.9500122,505.2000122,509.1099854,509.1099854,4091900,531.2444962,574.042528,488.4464643,-6.653099182,-3.563185093,41.38317758,Medium
2021-05-04,510.7799988,511.6300049,496.7900085,503.1799927,503.1799927,4349500,529.1769943,573.2488482,485.1051404,-7.272151824,-4.304978439,38.72718589,Low
2021-05-05,504.9899902,507.7799988,494.6300049,496.0799866,496.0799866,3129400,526.6314941,572.2259932,481.0369951,-8.240673305,-5.092117412,35.76727913,Low
2021-05-06,495.9899902,499.5499878,491.3699951,499.5499878,499.5499878,3783700,523.8799927,569.0124293,478.7475561,-8.628766411,-5.799447212,38.25124643,Low
2021-05-07,504.6199951,508.5499878,501.1199951,503.8399963,503.8399963,3132800,521.3064926,564.7303477,477.8826375,-8.492271536,-6.338012077,41.2748636,Medium
2021-05-10,502,503.1499939,486.1099854,486.6900024,486.6900024,5131600,518.0019913,561.3999574,474.6040251,-9.656643766,-7.001738415,34.08866663,Low
2021-05-11,479.75,497.9899902,478.6300049,495.0799866,495.0799866,4401000,515.0694916,556.1676013,473.9713819,-9.789567505,-7.559304233,39.62652094,Low
2021-05-12,486.8299866,493.5400085,482.7000122,484.980011,484.980011,4121500,512.3174911,553.7507281,470.8842542,-10.58784407,-8.1650122,35.7341942,Low
2021-05-13,489.1300049,490.7799988,482.7099915,486.6600037,486.6600037,2712500,509.1894928,548.271629,470.1073566,-10.95859873,-8.723729506,36.84541403,Low
2021-05-14,487.8599854,494.8500061,486.5899963,493.3699951,493.3699951,2882500,506.5309937,541.9801683,471.081819,-10.58892173,-9.096767951,41.21729995,Medium
2021-05-17,485.5899963,492.7099915,482.8099976,488.9400024,488.9400024,2705200,503.2559937,531.4235983,475.088389,-10.53200702,-9.383815764,39.28380433,Low
2021-05-18,488.3999939,493.480011,486.1900024,486.2799988,486.2799988,2350500,500.0914932,519.0742086,481.1087778,-10.57958687,-9.622969984,38.12725774,Low
2021-05-19,481.6300049,488.5700073,478.5400085,487.7000122,487.7000122,3349900,499.0314941,518.3085255,479.7544628,-10.38302201,-9.774980389,39.15706197,Low
2021-05-20,489.5499878,502.7000122,488.980011,501.6700134,501.6700134,3721200,498.6759949,517.4517887,479.9002011,-8.996277115,-9.619239734,48.27763915,Medium
2021-05-21,503.1199951,505.3999939,497.2600098,497.8900146,497.8900146,3322900,498.2929962,516.7888096,479.7971828,-8.10881276,-9.317154339,46.25708584,Medium
2021-05-24,501.0499878,504.25,499.5100098,502.8999939,502.8999939,2412600,497.9229965,515.6891404,480.1568527,-6.921441343,-8.83801174,49.28661963,Medium
2021-05-25,506,506.3699951,499.2200012,501.3399963,501.3399963,2699500,497.7124969,515.1956561,480.2293378,-6.036732017,-8.277755795,48.37224636,Medium
2021-05-26,502.3399963,504.1400146,500.5,502.3599854,502.3599854,2465300,497.5044968,514.6420272,480.3669663,-5.193422372,-7.660889111,49.03797528,Medium
2021-05-27,501.7999878,505.1000061,498.5400085,503.8599854,503.8599854,3253800,497.247496,513.8034659,480.6915261,-4.353867268,-6.999484742,50.05788462,Medium
2021-05-28,504.3999939,511.7600098,502.5299988,502.8099976,502.8099976,2910300,496.7144974,511.6815957,481.7473991,-3.730239163,-6.345635626,49.31390344,Medium
2021-06-01,504.0100098,505.4100037,497.7399902,499.0799866,499.0799866,2482600,496.2129974,510.0616837,482.3643112,-3.496682532,-5.775845008,46.66081155,Medium
2021-06-02,499.8200073,503.2200012,495.8200073,499.2399902,499.2399902,2269000,496.0159973,509.5560471,482.4759475,-3.261084508,-5.272892908,46.79304939,Medium
2021-06-03,495.1900024,496.6600037,487.25,489.4299927,489.4299927,3887400,495.6834976,509.5398414,481.8271539,-3.821899713,-4.982694269,40.2107816,Medium
2021-06-04,492,501.8599854,490.9500122,494.7399902,494.7399902,3160500,495.4429977,509.1832605,481.7027349,-3.794140884,-4.744983592,44.74185026,Medium
2021-06-07,492.9200134,496.7000122,490.5499878,494.6600037,494.6600037,2791900,494.9839981,508.1442675,481.8237287,-3.735535136,-4.543093901,44.68691318,Medium
2021-06-08,497,498.8200073,489.3699951,492.3900146,492.3900146,2374000,495.2689987,507.9096113,482.6283861,-3.828130495,-4.40010122,43.07060577,Medium
2021-06-09,494.5,496.0899963,484.6499939,485.8099976,485.8099976,3055000,494.8054993,508.136267,481.4747315,-4.381952947,-4.396471565,38.70089614,Low
2021-06-10,487.1700134,490.2099915,482.1400146,487.269989,487.269989,4382900,494.9199982,507.9309328,481.9090635,-4.649456085,-4.447068469,40.15177401,Medium
2021-06-11,490,491.4100037,487.7799988,488.769989,488.769989,3124000,495.0254974,507.7862391,482.2647558,-4.686394942,-4.494933763,41.6790823,Medium
2021-06-14,489.6799927,503.5,486.9100037,499.8900146,499.8900146,4400200,495.3514984,508.2663679,482.4366289,-3.774861859,-4.350919383,51.55020563,Medium
2021-06-15,501.230011,501.230011,490.3999939,491.8999939,491.8999939,3104100,495.499498,508.1705452,482.8284507,-3.655059967,-4.211747499,45.58055834,Medium
